date,MXIL
2019-10-05,0.7275
2019-10-06,0.802
2019-10-07,1.8566
2019-10-08,1.8027
2019-10-09,1.8027
2019-10-10,1.7487
2019-10-11,3.0362
2019-10-12,0.9525
2019-10-13,0.5225
2019-10-14,0.4854
2019-10-15,1.5483
2019-10-16,1.7758
2019-10-17,1.5758
2019-10-18,1.63
2019-10-19,0.4945
2019-10-20,0.435
2019-10-21,1.305
2019-10-22,1.5873
2019-10-23,0.9091
2019-10-24,2.6441
2019-10-25,3.4162
2019-10-26,4.6733
2019-10-27,2.4637
2019-10-28,4.2291
2019-10-29,5.317
2019-10-30,4.5637
2019-10-31,2.9291
2019-11-01,2.4891
2019-11-02,0.5362
2019-11-03,0.5895
2019-11-04,1.2558
2019-11-05,0.5454
2019-11-06,1.3616
2019-11-07,0.7
2019-11-08,0.8358
2019-11-09,0.4787
2019-11-10,0.5291
2019-11-11,0.8858
2019-11-12,1.1279
2019-11-13,0.7766
2019-11-14,0.5
2019-11-15,0.6104
2019-11-16,0.6654
2019-11-17,0.8729
2019-11-18,1.2166
2019-11-19,3.83
2019-11-20,4.118
2019-11-21,4.4062
2019-11-22,1.0729
2019-11-23,0.6095
2019-11-24,2.1379
2019-11-25,3.9416
2019-11-26,2.0545
2019-11-27,2.545
2019-11-28,2.545
2019-11-29,3.035
2019-11-30,1.547
2019-12-01,0.8787
2019-12-02,1.3666
2019-12-03,3.062
2019-12-04,8.6016
2019-12-05,6.4034
2019-12-06,6.6658
2019-12-07,3.5845
2019-12-08,1.117
2019-12-09,1.6604
2019-12-10,5.9575
2019-12-11,1.5583
2019-12-12,0.6683
2019-12-13,0.3983
2019-12-14,5.1404
2019-12-15,0.5383
2019-12-16,0.5591
2019-12-17,1.95
2019-12-18,1.2691
2019-12-19,1.6479
2019-12-20,2.5433
2019-12-21,1.5637
2019-12-22,0.4045
2019-12-23,5.0541
2019-12-24,4.987
2019-12-25,5.8395
2019-12-26,3.5308
2019-12-27,5.1812
2019-12-28,8.275
2019-12-29,7.4787
2019-12-30,10.635
2019-12-31,7.17
2020-01-01,2.5
2020-01-02,4.94
2020-01-03,9.57
2020-01-04,2.2
2020-01-05,3.04
2020-01-06,2.98
2020-01-07,7.3
2020-01-08,9.38
2020-01-09,4.63
2020-01-10,2.34
2020-01-11,5.0
2020-01-12,4.58
2020-01-13,8.01
2020-01-14,1.63
2020-01-15,1.91
2020-01-16,2.18
2020-01-17,0.98
2020-01-18,2.12
2020-01-19,0.26
2020-01-20,0.6
2020-01-21,1.43
2020-01-22,4.87
2020-01-23,2.91
2020-01-24,4.11
2020-01-25,3.05
2020-01-26,3.3
2020-01-27,2.29
2020-01-28,1.89
2020-01-29,5.42
2020-01-30,6.59
2020-01-31,7.59
2020-02-01,5.59
2020-02-02,6.93
2020-02-03,7.4
2020-02-04,1.91
2020-02-05,0.84
2020-02-06,6.55
2020-02-07,5.08
2020-02-08,1.97
2020-02-09,3.21
2020-02-10,3.55
2020-02-11,2.0
2020-02-12,1.71
2020-02-13,11.73
2020-02-14,3.36
2020-02-15,3.38
2020-02-16,6.03
2020-02-17,0.7
2020-02-18,7.01
2020-02-19,2.92
2020-02-20,2.42
2020-02-21,2.45
2020-02-22,1.65
2020-02-23,0.81
2020-02-24,11.01
2020-02-25,1.01
2020-02-26,0.69
2020-02-27,1.09
2020-02-28,2.92
2020-02-29,0.31
2020-03-01,0.58
2020-03-02,0.63
2020-03-03,0.53
2020-03-04,2.37
2020-03-05,1.07
2020-03-06,0.68
2020-03-07,0.95
2020-03-08,1.19
2020-03-09,1.11
2020-03-10,2.09
2020-03-11,1.82
2020-03-12,0.53
2020-03-13,0.45
2020-03-14,0.72
2020-03-15,0.75
2020-03-16,0.35
2020-03-17,0.61
2020-03-18,1.54
2020-03-19,1.32
2020-03-20,1.5
2020-03-21,0.69
2020-03-22,0.21
2020-03-23,0.22
2020-03-24,0.66
2020-03-25,0.93
2020-03-26,0.44
2020-03-27,0.2
2020-03-28,0.74
2020-03-29,0.28
2020-03-30,0.18
2020-03-31,0.17
2020-04-01,0.21
2020-04-02,0.19
2020-04-03,0.24
2020-04-04,0.6
2020-04-05,0.18
2020-04-06,0.18
2020-04-07,0.21
2020-04-08,0.15
2020-04-09,0.14
2020-04-10,0.09
2020-04-11,0.08
2020-04-12,0.07
2020-04-13,0.26
2020-04-14,1.0
2020-04-15,0.75
2020-04-16,0.71
2020-04-17,0.4
2020-04-18,0.74
2020-04-19,0.07
2020-04-20,0.25
2020-04-21,0.1
2020-04-22,0.53
2020-04-23,0.2
2020-04-24,0.29
2020-04-25,0.09
2020-04-26,0.07
2020-04-27,0.16
2020-04-28,0.46
2020-04-29,0.71
2020-04-30,0.24
2020-05-01,0.1
2020-05-02,0.25
2020-05-03,0.28
2020-05-04,2.98
2020-05-05,0.42
2020-05-06,0.93
2020-05-07,0.41
2020-05-08,0.53
2020-05-09,0.1
2020-05-10,0.1
2020-05-11,0.81
2020-05-12,0.09
2020-05-13,0.09
2020-05-14,0.12
2020-05-15,0.27
2020-05-16,0.45
2020-05-17,0.45
2020-05-18,0.63
2020-05-19,0.99
2020-05-20,2.32
2020-05-21,0.38
2020-05-22,0.25
2020-05-23,0.38
2020-05-24,0.07
2020-05-25,0.16
2020-05-26,0.41
2020-05-27,0.68
2020-05-28,1.44
2020-05-29,1.23
2020-05-30,0.86
2020-05-31,0.49
2020-06-01,3.94
2020-06-02,0.53
2020-06-03,0.24
2020-06-04,0.11
2020-06-05,0.29
2020-06-06,0.33
2020-06-07,0.34
2020-06-08,0.33
2020-06-09,0.38
2020-06-10,0.13
2020-06-11,0.58
2020-06-12,0.14
2020-06-13,0.13
2020-06-14,0.41
2020-06-15,0.25
2020-06-16,0.1
2020-06-17,0.23
2020-06-18,0.29
2020-06-19,0.34
2020-06-20,0.3
2020-06-21,0.24
2020-06-22,0.23
2020-06-23,1.09
2020-06-24,0.45
2020-06-25,0.36
2020-06-26,0.27
2020-06-27,0.45
2020-06-28,0.16
2020-06-29,0.18
2020-06-30,0.67
2020-07-01,0.14
2020-07-02,0.19
2020-07-03,0.39
2020-07-04,0.57
2020-07-05,0.39
2020-07-06,0.23
2020-07-07,0.08
2020-07-08,0.31
2020-07-09,0.31
2020-07-10,1.02
2020-07-11,0.07
2020-07-12,0.07
2020-07-13,0.16
2020-07-14,0.15
2020-07-15,0.15
2020-07-16,0.14
2020-07-17,0.08
2020-07-18,0.55
2020-07-19,0.33
2020-07-20,0.17
2020-07-21,0.3
2020-07-22,0.46
2020-07-23,0.5
2020-07-24,0.26
2020-07-25,0.23
2020-07-26,0.67
2020-07-27,0.87
2020-07-28,0.11
2020-07-29,0.44
2020-07-30,0.28
2020-07-31,0.67
2020-08-01,1.06
2020-08-02,0.26
2020-08-03,0.46
2020-08-04,0.15
2020-08-05,0.15
2020-08-06,0.22
2020-08-07,0.81
2020-08-08,0.28
2020-08-09,0.09
2020-08-10,0.12
2020-08-11,0.53
2020-08-12,0.44
2020-08-13,0.16
2020-08-14,0.23
2020-08-15,0.61
2020-08-16,0.14
2020-08-17,1.12
2020-08-18,0.76
2020-08-19,0.4
2020-08-20,0.13
2020-08-21,0.15
2020-08-22,0.14
2020-08-23,0.13
2020-08-24,0.16
2020-08-25,1.06
2020-08-26,0.26
2020-08-27,0.46
2020-08-28,0.15
2020-08-29,0.15
2020-08-30,0.22
2020-08-31,0.81
2020-09-01,0.85
2020-09-02,0.47
2020-09-03,2.84
2020-09-04,2.14
2020-09-05,0.1
2020-09-06,0.13
2020-09-07,0.29
2020-09-08,0.28
2020-09-09,0.29
2020-09-10,0.38
2020-09-11,0.26
2020-09-12,0.24
2020-09-13,0.83
2020-09-14,1.31
2020-09-15,0.77
2020-09-16,0.46
2020-09-17,1.43
2020-09-18,0.61
2020-09-19,0.73
2020-09-20,0.62
2020-09-21,1.12
2020-09-22,1.16
2020-09-23,0.98
2020-09-24,0.41
2020-09-25,0.2
2020-09-26,0.26
2020-09-27,0.14
2020-09-28,0.65
2020-09-29,2.75
2020-09-30,2.51
2020-10-01,2.51
2020-10-02,2.26
2020-10-03,1.08
2020-10-04,0.55
2020-10-05,1.35
2020-10-06,1.68
2020-10-07,0.7
2020-10-08,0.99
2020-10-09,0.83
2020-10-10,0.36
2020-10-11,0.22
2020-10-12,0.31
2020-10-13,0.14
2020-10-14,0.35
2020-10-15,1.04
2020-10-16,1.67
2020-10-17,1.83
2020-10-18,2.52
2020-10-19,1.64
2020-10-20,1.26
2020-10-21,1.48
2020-10-22,2.11
2020-10-23,2.52
2020-10-24,1.92
2020-10-25,0.4
2020-10-26,0.41
2020-10-27,1.88
2020-10-28,1.21
2020-10-29,2.14
2020-10-30,3.39
2020-10-31,6.05
2020-11-01,5.35
2020-11-02,1.25
2020-11-03,0.49
2020-11-04,1.04
2020-11-05,1.89
2020-11-06,2.37
2020-11-07,2.66
2020-11-08,0.97
2020-11-09,1.35
2020-11-10,5.14
2020-11-11,3.82
2020-11-12,3.21
2020-11-13,3.8
2020-11-14,2.14
2020-11-15,0.93
2020-11-16,1.21
2020-11-17,4.99
2020-11-18,7.39
2020-11-19,0.39
2020-11-20,3.45
2020-11-21,2.43
2020-11-22,3.33
2020-11-23,5.96
2020-11-24,15.98
2020-11-25,4.01
2020-11-26,5.25
2020-11-27,5.71
2020-11-28,3.82
2020-11-29,3.63
2020-11-30,2.56
2020-12-01,2.55
2020-12-02,1.45
2020-12-03,0.99
2020-12-04,0.32
2020-12-05,0.21
2020-12-06,0.53
2020-12-07,0.24
2020-12-08,0.25
2020-12-09,1.41
2020-12-10,1.32
2020-12-11,0.41
2020-12-12,0.61
2020-12-13,3.07
2020-12-14,0.91
2020-12-15,1.06
2020-12-16,1.66
2020-12-17,3.37
2020-12-18,2.63
2020-12-19,1.72
2020-12-20,1.64
2020-12-21,4.96
2020-12-22,2.8
2020-12-23,0.74
2020-12-24,0.5
2020-12-25,0.38
2020-12-26,0.85
2020-12-27,0.23
2020-12-28,0.22
2020-12-29,0.26
2020-12-30,0.58
2020-12-31,0.24
2021-01-01,0.16
2021-01-02,0.35
2021-01-03,0.14
2021-01-04,0.34
2021-01-05,1.18
2021-01-06,0.76
2021-01-07,1.35
2021-01-08,2.13
2021-01-09,2.08
2021-01-10,2.09
2021-01-11,2.08
2021-01-12,2.04
2021-01-13,3.74
2021-01-14,2.65
2021-01-15,3.13
2021-01-16,2.92
2021-01-17,3.29
2021-01-18,2.92
2021-01-19,2.22
2021-01-20,0.65
2021-01-21,0.76
2021-01-22,0.62
2021-01-23,0.25
2021-01-24,0.28
2021-01-25,0.75
2021-01-26,2.42
2021-01-27,3.23
2021-01-28,1.74
2021-01-29,1.73
2021-01-30,0.24
2021-01-31,0.15
2021-02-01,0.35
2021-02-02,1.1
2021-02-03,0.53
2021-02-04,1.16
2021-02-05,1.49
2021-02-06,0.26
2021-02-07,1.33
2021-02-08,0.93
2021-02-09,0.61
2021-02-10,0.4
2021-02-11,2.13
2021-02-12,0.88
2021-02-13,2.57
2021-02-14,1.14
2021-02-15,1.54
2021-02-16,1.18
2021-02-17,2.17
2021-02-18,0.77
2021-02-19,0.86
2021-02-20,0.1
2021-02-21,0.13
2021-02-22,1.06
2021-02-23,1.08
2021-02-24,1.6
2021-02-25,1.08
2021-02-26,1.19
2021-02-27,0.32
2021-02-28,0.9
2021-03-01,2.23
2021-03-02,3.39
2021-03-03,4.44
2021-03-04,4.38
2021-03-05,2.06
2021-03-06,0.14
2021-03-07,0.2
2021-03-08,0.67
2021-03-09,1.66
2021-03-10,6.8
2021-03-11,6.64
2021-03-12,1.9
2021-03-13,1.61
2021-03-14,0.24
2021-03-15,1.15
2021-03-16,1.6
2021-03-17,4.4
2021-03-18,3.29
2021-03-19,1.59
2021-03-20,0.33
2021-03-21,1.08
2021-03-22,3.77
2021-03-23,3.41
2021-03-24,0.96
2021-03-25,2.45
2021-03-26,0.97
2021-03-27,0.49
2021-03-28,1.63
2021-03-29,5.84
2021-03-30,4.74
2021-03-31,3.99
2021-04-01,3.96
2021-04-02,0.45
2021-04-03,0.23
2021-04-04,0.28
2021-04-05,0.52
2021-04-06,0.22
2021-04-07,0.24
2021-04-08,2.32
2021-04-09,3.13
2021-04-10,1.12
2021-04-11,0.22
2021-04-12,1.92
2021-04-13,1.39
2021-04-14,0.82
2021-04-15,0.69
2021-04-16,0.69
2021-04-17,0.78
2021-04-18,1.28
2021-04-19,1.62
2021-04-20,0.77
2021-04-21,0.41
2021-04-22,1.12
2021-04-23,3.41
2021-04-24,0.55
2021-04-25,0.37
2021-04-26,0.37
2021-04-27,0.23
2021-04-28,0.36
2021-04-29,0.42
2021-04-30,0.91
2021-05-01,1.37
2021-05-02,1.4
2021-05-03,1.37
2021-05-04,1.83
2021-05-05,1.64
2021-05-06,1.34
2021-05-07,0.85
2021-05-08,1.63
2021-05-09,0.73
2021-05-10,1.15
2021-05-11,1.49
2021-05-12,1.83
2021-05-13,1.29
2021-05-14,1.48
2021-05-15,0.7
2021-05-16,0.2
2021-05-17,0.37
2021-05-18,0.14
2021-05-19,0.7
2021-05-20,1.67
2021-05-21,0.3
2021-05-22,0.4
2021-05-23,0.52
2021-05-24,0.26
2021-05-25,0.2
2021-05-26,0.49
2021-05-27,0.98
2021-05-28,0.47
2021-05-29,0.24
2021-05-30,0.31
2021-05-31,1.08
2021-06-01,1.33
2021-06-02,0.67
2021-06-03,0.14
2021-06-04,0.4
2021-06-05,0.76
2021-06-06,0.13
2021-06-07,0.11
2021-06-08,0.2
2021-06-09,0.21
2021-06-10,0.2
2021-06-11,0.29
2021-06-12,0.18
2021-06-13,0.38
2021-06-14,0.64
2021-06-15,0.64
2021-06-16,0.9
2021-06-17,0.45
2021-06-18,0.32
2021-06-19,0.11
2021-06-20,0.15
2021-06-21,0.65
2021-06-22,0.12
2021-06-23,1.44
2021-06-24,0.25
2021-06-25,0.31
2021-06-26,0.2
2021-06-27,0.18
2021-06-28,0.47
2021-06-29,0.29
2021-06-30,0.23
2021-07-01,0.68
2021-07-02,2.14
2021-07-03,0.67
2021-07-04,0.29
2021-07-05,0.39
2021-07-06,0.14
2021-07-07,0.24
2021-07-08,0.5
2021-07-09,0.35
2021-07-10,0.51
2021-07-11,0.23
2021-07-12,0.14
2021-07-13,0.14
2021-07-14,0.24
2021-07-15,0.19
2021-07-16,0.16
2021-07-17,0.24
2021-07-18,0.85
2021-07-19,1.09
2021-07-20,1.0
2021-07-21,0.74
2021-07-22,0.66
2021-07-23,0.31
2021-07-24,0.55
2021-07-25,0.2
2021-07-26,0.31
2021-07-27,0.36
2021-07-28,0.3
2021-07-29,0.38
2021-07-30,0.62
2021-07-31,0.26
2021-08-01,0.22
2021-08-02,0.32
2021-08-03,0.64
2021-08-04,0.6
2021-08-05,0.78
2021-08-06,0.25
2021-08-07,0.3
2021-08-08,0.17
2021-08-09,0.52
2021-08-10,1.28
2021-08-11,0.78
2021-08-12,0.27
2021-08-13,0.74
2021-08-14,0.17
2021-08-15,0.24
2021-08-16,0.15
2021-08-17,0.21
2021-08-18,0.19
2021-08-19,0.24
2021-08-20,0.23
2021-08-21,0.57
2021-08-22,0.15
2021-08-23,0.51
2021-08-24,0.44
2021-08-25,0.83
2021-08-26,3.32
2021-08-27,0.89
2021-08-28,0.27
2021-08-29,0.18
2021-08-30,0.25
2021-08-31,0.48
2021-09-01,0.74
2021-09-02,1.02
2021-09-03,0.65
2021-09-04,0.74
2021-09-05,1.32
2021-09-06,4.76
2021-09-07,3.74
2021-09-08,0.49
2021-09-09,0.56
2021-09-10,0.74
2021-09-11,1.35
2021-09-12,1.23
2021-09-13,3.13
2021-09-14,0.78
2021-09-15,0.71
2021-09-16,0.79
2021-09-17,1.91
2021-09-18,0.82
2021-09-19,0.5
2021-09-20,0.48
2021-09-21,1.09
2021-09-22,1.54
2021-09-23,1.53
2021-09-24,1.62
2021-09-25,1.7
2021-09-26,1.46
2021-09-27,0.5
2021-09-28,1.39
2021-09-29,1.47
2021-09-30,2.27
2021-10-01,1.9
2021-10-02,2.27
2021-10-03,0.65
2021-10-04,1.36
2021-10-05,0.3
2021-10-06,1.7
2021-10-07,4.05
2021-10-08,3.2
2021-10-09,1.94
2021-10-10,1.25
2021-10-11,1.34
2021-10-12,1.56
2021-10-13,4.76
2021-10-14,6.65
2021-10-15,2.49
2021-10-16,1.69
2021-10-17,1.86
2021-10-18,4.61
2021-10-19,7.01
2021-10-20,2.32
2021-10-21,0.73
2021-10-22,0.43
2021-10-23,2.0
2021-10-24,1.0
2021-10-25,1.24
2021-10-26,4.29
2021-10-27,3.9
2021-10-28,4.99
2021-10-29,1.52
2021-10-30,1.75
2021-10-31,1.41
2021-11-01,0.29
2021-11-02,1.0
2021-11-03,0.87
2021-11-04,1.26
2021-11-05,1.85
2021-11-06,1.73
2021-11-07,1.0
2021-11-08,1.01
2021-11-09,0.3
2021-11-10,3.01
2021-11-11,3.36
2021-11-12,2.91
2021-11-13,1.99
2021-11-14,0.59
2021-11-15,0.76
2021-11-16,2.27
2021-11-17,2.45
2021-11-18,2.69
2021-11-19,4.08
2021-11-20,5.6
2021-11-21,1.09
2021-11-22,0.52
2021-11-23,0.8
2021-11-24,0.14
2021-11-25,0.88
2021-11-26,0.69
2021-11-27,0.27
2021-11-28,0.44
2021-11-29,2.0
2021-11-30,3.93
2021-12-01,1.21
2021-12-02,0.63
2021-12-03,3.14
2021-12-04,0.65
2021-12-05,0.62
2021-12-06,1.2
2021-12-07,1.92
2021-12-08,0.19
2021-12-09,0.9
2021-12-10,0.4
2021-12-11,1.64
2021-12-12,3.61
2021-12-13,9.32
2021-12-14,5.44
2021-12-15,6.49
2021-12-16,6.4
2021-12-17,7.05
2021-12-18,7.04
2021-12-19,7.05
2021-12-20,7.59
2021-12-21,9.07
2021-12-22,4.64
2021-12-23,4.43
2021-12-24,4.22
2021-12-25,4.62
2021-12-26,5.1
2021-12-27,2.08
2021-12-28,2.69
2021-12-29,5.29
2021-12-30,6.8
2021-12-31,5.11
2022-01-01,0.84
2022-01-02,3.84
2022-01-03,4.99
2022-01-04,1.12
2022-01-05,3.79
2022-01-06,2.29
2022-01-07,1.45
2022-01-08,0.72
2022-01-09,0.26
2022-01-10,1.54
2022-01-11,0.74
2022-01-12,1.34
2022-01-13,3.54
2022-01-14,4.86
2022-01-15,3.74
2022-01-16,4.81
2022-01-17,6.61
2022-01-18,4.94
2022-01-19,5.74
2022-01-20,3.09
2022-01-21,2.3
2022-01-22,3.85
2022-01-23,3.84
2022-01-24,3.85
2022-01-25,5.39
2022-01-26,4.27
2022-01-27,2.9
2022-01-28,2.18
2022-01-29,2.68
2022-01-30,1.36
2022-01-31,0.91
2022-02-01,1.52
2022-02-02,6.45
2022-02-03,6.82
2022-02-04,3.83
2022-02-05,1.21
2022-02-06,1.5
2022-02-07,1.7
2022-02-08,4.11
2022-02-09,7.88
2022-02-10,6.25
2022-02-11,1.54
2022-02-12,1.66
2022-02-13,1.37
2022-02-14,0.39
2022-02-15,2.44
2022-02-16,3.33
2022-02-17,4.39
2022-02-18,1.5
2022-02-19,1.09
2022-02-20,0.85
2022-02-21,0.91
2022-02-22,2.43
2022-02-23,2.89
2022-02-24,0.46
2022-02-25,0.12
2022-02-26,2.7
2022-02-27,3.06
2022-02-28,3.33
2022-03-01,3.42
2022-03-02,1.26
2022-03-03,0.81
2022-03-04,0.91
2022-03-05,0.57
2022-03-06,0.86
2022-03-07,1.22
2022-03-08,2.42
2022-03-09,1.63
2022-03-10,2.02
2022-03-11,1.52
2022-03-12,1.04
2022-03-13,0.97
2022-03-14,0.75
2022-03-15,3.23
2022-03-16,1.0
2022-03-17,0.81
2022-03-18,2.04
2022-03-19,2.38
2022-03-20,2.29
2022-03-21,1.96
2022-03-22,2.35
2022-03-23,1.4
2022-03-24,1.68
2022-03-25,1.25
2022-03-26,1.83
2022-03-27,2.39
2022-03-28,2.43
2022-03-29,0.72
2022-03-30,0.35
2022-03-31,0.42
2022-04-01,0.31
2022-04-02,0.52
2022-04-03,0.42
2022-04-04,0.75
2022-04-05,0.59
2022-04-06,1.99
2022-04-07,1.25
2022-04-08,1.16
2022-04-09,0.46
2022-04-10,1.33
2022-04-11,0.81
2022-04-12,1.08
2022-04-13,0.42
2022-04-14,0.57
2022-04-15,0.17
2022-04-16,0.11
2022-04-17,0.13
2022-04-18,0.15
2022-04-19,0.15
2022-04-20,0.16
2022-04-21,0.44
2022-04-22,0.9
2022-04-23,0.15
2022-04-24,0.3
2022-04-25,1.44
2022-04-26,1.37
2022-04-27,1.01
2022-04-28,0.74
2022-04-29,1.55
2022-04-30,0.35
2022-05-01,0.15
2022-05-02,0.31
2022-05-03,0.51
2022-05-04,0.93
2022-05-05,0.97
2022-05-06,0.53
2022-05-07,0.55
2022-05-08,0.24
2022-05-09,1.65
2022-05-10,0.94
2022-05-11,0.46
2022-05-12,0.56
2022-05-13,0.14
2022-05-14,0.26
2022-05-15,0.41
2022-05-16,0.7
2022-05-17,0.97
2022-05-18,0.19
2022-05-19,0.22
2022-05-20,0.14
2022-05-21,0.31
2022-05-22,0.3
2022-05-23,0.18
2022-05-24,0.76
2022-05-25,0.42
2022-05-26,0.66
2022-05-27,0.12
2022-05-28,0.12
2022-05-29,0.14
2022-05-30,0.34
2022-05-31,0.41
2022-06-01,0.47
2022-06-02,0.53
2022-06-03,0.16
2022-06-04,0.12
2022-06-05,0.1
2022-06-06,0.22
2022-06-07,0.15
2022-06-08,0.42
2022-06-09,0.15
2022-06-10,0.76
2022-06-11,0.11
2022-06-12,0.1
2022-06-13,0.12
2022-06-14,0.74
2022-06-15,2.92
2022-06-16,0.7
2022-06-17,1.67
2022-06-18,0.36
2022-06-19,0.1
2022-06-20,4.52
2022-06-21,5.53
2022-06-22,0.18
2022-06-23,0.27
2022-06-24,0.36
2022-06-25,0.17
2022-06-26,0.1
2022-06-27,0.28
2022-06-28,0.13
2022-06-29,0.1
2022-06-30,0.11
2022-07-01,0.2
2022-07-02,0.14
2022-07-03,0.31
2022-07-04,0.13
2022-07-05,0.16
2022-07-06,0.72
2022-07-07,1.46
2022-07-08,0.13
2022-07-09,0.5
2022-07-10,1.81
2022-07-11,2.16
2022-07-12,2.21
2022-07-13,3.56
2022-07-14,2.8
2022-07-15,0.46
2022-07-16,0.57
2022-07-17,0.5
2022-07-18,0.33
2022-07-19,0.16
2022-07-20,0.22
2022-07-21,0.2
2022-07-22,0.15
2022-07-23,0.14
2022-07-24,0.25
2022-07-25,0.17
2022-07-26,0.14
2022-07-27,0.26
2022-07-28,0.22
2022-07-29,0.24
2022-07-30,0.17
2022-07-31,0.2
