date,NO,year,month,day,week,startDate,endDate,weekOrder
2021-06-18,7.0,2021,6,18,233,-,-,1
2021-06-19,3.0,2021,6,19,233,-,-,1
2021-06-20,2.0,2021,6,20,233,-,-,1
2021-06-21,10.0,2021,6,21,234,2021 6 21,2021 6 27,2
2021-06-22,6.0,2021,6,22,234,-,-,2
2021-06-23,6.0,2021,6,23,234,-,-,2
2021-06-24,6.0,2021,6,24,234,-,-,2
2021-06-25,5.0,2021,6,25,234,-,-,2
2021-06-26,2.0,2021,6,26,234,-,-,2
2021-06-27,2.0,2021,6,27,234,-,-,2
2021-06-28,6.0,2021,6,28,235,2021 6 28,2021 7 4,3
2021-06-29,6.0,2021,6,29,235,-,-,3
2021-06-30,3.0,2021,6,30,235,-,-,3
2021-07-01,10.0,2021,7,1,235,-,-,3
2021-07-02,16.0,2021,7,2,235,-,-,3
2021-07-03,5.0,2021,7,3,235,-,-,3
2021-07-04,4.0,2021,7,4,235,-,-,3
2021-07-05,7.0,2021,7,5,236,2021 7 5,2021 7 11,4
2021-07-06,3.0,2021,7,6,236,-,-,4
2021-07-07,6.0,2021,7,7,236,-,-,4
2021-07-08,7.0,2021,7,8,236,-,-,4
2021-07-09,5.0,2021,7,9,236,-,-,4
2021-07-10,5.0,2021,7,10,236,-,-,4
2021-07-11,3.0,2021,7,11,236,-,-,4
2021-07-12,6.0,2021,7,12,237,2021 7 12,2021 7 18,1
2021-07-13,5.0,2021,7,13,237,-,-,1
2021-07-14,4.0,2021,7,14,237,-,-,1
2021-07-15,3.0,2021,7,15,237,-,-,1
2021-07-16,3.0,2021,7,16,237,-,-,1
2021-07-17,3.0,2021,7,17,237,-,-,1
2021-07-18,3.0,2021,7,18,237,-,-,1
2021-07-19,8.0,2021,7,19,238,2021 7 19,2021 7 25,2
2021-07-20,3.0,2021,7,20,238,-,-,2
2021-07-21,3.0,2021,7,21,238,-,-,2
2021-07-22,4.0,2021,7,22,238,-,-,2
2021-07-23,4.0,2021,7,23,238,-,-,2
2021-07-24,4.0,2021,7,24,238,-,-,2
2021-07-25,2.0,2021,7,25,238,-,-,2
2021-07-26,4.0,2021,7,26,239,2021 7 26,2021 8 1,3
2021-07-27,4.0,2021,7,27,239,-,-,3
2021-07-28,4.0,2021,7,28,239,-,-,3
2021-07-29,4.0,2021,7,29,239,-,-,3
2021-07-30,5.0,2021,7,30,239,-,-,3
2021-07-31,4.0,2021,7,31,239,-,-,3
2021-08-01,3.0,2021,8,1,239,-,-,3
2021-08-02,5.0,2021,8,2,240,2021 8 2,2021 8 8,4
2021-08-03,6.0,2021,8,3,240,-,-,4
2021-08-04,6.0,2021,8,4,240,-,-,4
2021-08-05,7.0,2021,8,5,240,-,-,4
2021-08-06,4.0,2021,8,6,240,-,-,4
2021-08-07,3.0,2021,8,7,240,-,-,4
2021-08-08,3.0,2021,8,8,240,-,-,4
2021-08-09,7.0,2021,8,9,241,2021 8 9,2021 8 15,1
2021-08-10,10.0,2021,8,10,241,-,-,1
2021-08-11,3.0,2021,8,11,241,-,-,1
2021-08-12,4.0,2021,8,12,241,-,-,1
2021-08-13,3.0,2021,8,13,241,-,-,1
2021-08-14,3.0,2021,8,14,241,-,-,1
2021-08-15,2.0,2021,8,15,241,-,-,1
2021-08-16,2.0,2021,8,16,242,2021 8 16,2021 8 22,2
2021-08-17,2.0,2021,8,17,242,-,-,2
2021-08-18,2.0,2021,8,18,242,-,-,2
2021-08-19,3.0,2021,8,19,242,-,-,2
2021-08-20,3.0,2021,8,20,242,-,-,2
2021-08-21,5.0,2021,8,21,242,-,-,2
2021-08-22,2.0,2021,8,22,242,-,-,2
2021-08-23,4.0,2021,8,23,243,2021 8 23,2021 8 29,3
2021-08-24,5.0,2021,8,24,243,-,-,3
2021-08-25,6.0,2021,8,25,243,-,-,3
2021-08-26,5.0,2021,8,26,243,-,-,3
2021-08-27,3.0,2021,8,27,243,-,-,3
2021-08-28,2.0,2021,8,28,243,-,-,3
2021-08-29,2.0,2021,8,29,243,-,-,3
2021-08-30,5.0,2021,8,30,244,2021 8 30,2021 9 5,4
2021-08-31,7.0,2021,8,31,244,-,-,4
2021-09-01,7.0,2021,9,1,244,-,-,4
2021-09-02,6.0,2021,9,2,244,-,-,4
2021-09-03,8.0,2021,9,3,244,-,-,4
2021-09-04,4.0,2021,9,4,244,-,-,4
2021-09-05,14.0,2021,9,5,244,-,-,4
2021-09-06,35.0,2021,9,6,245,2021 9 6,2021 9 12,1
2021-09-07,16.0,2021,9,7,245,-,-,1
2021-09-08,7.0,2021,9,8,245,-,-,1
2021-09-09,13.0,2021,9,9,245,-,-,1
2021-09-10,8.0,2021,9,10,245,-,-,1
2021-09-11,11.0,2021,9,11,245,-,-,1
2021-09-12,11.0,2021,9,12,245,-,-,1
2021-09-13,34.0,2021,9,13,246,2021 9 13,2021 9 19,2
2021-09-14,11.0,2021,9,14,246,-,-,2
2021-09-15,9.0,2021,9,15,246,-,-,2
2021-09-16,7.0,2021,9,16,246,-,-,2
2021-09-17,14.0,2021,9,17,246,-,-,2
2021-09-18,7.0,2021,9,18,246,-,-,2
2021-09-19,4.0,2021,9,19,246,-,-,2
2021-09-20,8.0,2021,9,20,247,2021 9 20,2021 9 26,3
2021-09-21,9.0,2021,9,21,247,-,-,3
2021-09-22,13.0,2021,9,22,247,-,-,3
2021-09-23,14.0,2021,9,23,247,-,-,3
2021-09-24,9.0,2021,9,24,247,-,-,3
2021-09-25,9.0,2021,9,25,247,-,-,3
2021-09-26,10.0,2021,9,26,247,-,-,3
2021-09-27,6.0,2021,9,27,248,2021 9 27,2021 10 3,4
2021-09-28,17.0,2021,9,28,248,-,-,4
2021-09-29,12.0,2021,9,29,248,-,-,4
2021-09-30,20.0,2021,9,30,248,-,-,4
2021-10-01,18.0,2021,10,1,248,-,-,4
2021-10-02,18.0,2021,10,2,248,-,-,4
2021-10-03,5.0,2021,10,3,248,-,-,4
2021-10-04,17.0,2021,10,4,249,2021 10 4,2021 10 10,1
2021-10-05,5.0,2021,10,5,249,-,-,1
2021-10-06,13.0,2021,10,6,249,-,-,1
2021-10-07,33.0,2021,10,7,249,-,-,1
2021-10-08,27.0,2021,10,8,249,-,-,1
2021-10-09,10.0,2021,10,9,249,-,-,1
2021-10-10,9.0,2021,10,10,249,-,-,1
2021-10-11,19.0,2021,10,11,250,2021 10 11,2021 10 17,2
2021-10-12,11.0,2021,10,12,250,-,-,2
2021-10-13,12.0,2021,10,13,250,-,-,2
2021-10-14,40.0,2021,10,14,250,-,-,2
2021-10-15,30.0,2021,10,15,250,-,-,2
2021-10-16,19.0,2021,10,16,250,-,-,2
2021-10-17,15.0,2021,10,17,250,-,-,2
2021-10-18,55.0,2021,10,18,251,2021 10 18,2021 10 24,3
2021-10-19,78.0,2021,10,19,251,-,-,3
2021-10-20,19.0,2021,10,20,251,-,-,3
2021-10-21,9.0,2021,10,21,251,-,-,3
2021-10-22,10.0,2021,10,22,251,-,-,3
2021-10-23,26.0,2021,10,23,251,-,-,3
2021-10-24,11.0,2021,10,24,251,-,-,3
2021-10-25,18.0,2021,10,25,252,2021 10 25,2021 10 31,4
2021-10-26,48.0,2021,10,26,252,-,-,4
2021-10-27,44.0,2021,10,27,252,-,-,4
2021-10-28,52.0,2021,10,28,252,-,-,4
2021-10-29,13.0,2021,10,29,252,-,-,4
2021-10-30,20.0,2021,10,30,252,-,-,4
2021-10-31,11.0,2021,10,31,252,-,-,4
2021-11-01,4.0,2021,11,1,253,2021 11 1,2021 11 7,1
2021-11-02,17.0,2021,11,2,253,-,-,1
2021-11-03,13.0,2021,11,3,253,-,-,1
2021-11-04,13.0,2021,11,4,253,-,-,1
2021-11-05,21.0,2021,11,5,253,-,-,1
2021-11-06,26.0,2021,11,6,253,-,-,1
2021-11-07,16.0,2021,11,7,253,-,-,1
2021-11-08,15.0,2021,11,8,254,2021 11 8,2021 11 14,2
2021-11-09,5.0,2021,11,9,254,-,-,2
2021-11-10,33.0,2021,11,10,254,-,-,2
2021-11-11,51.0,2021,11,11,254,-,-,2
2021-11-12,37.0,2021,11,12,254,-,-,2
2021-11-13,25.0,2021,11,13,254,-,-,2
2021-11-14,7.0,2021,11,14,254,-,-,2
2021-11-15,15.0,2021,11,15,255,2021 11 15,2021 11 21,3
2021-11-16,34.0,2021,11,16,255,-,-,3
2021-11-17,33.0,2021,11,17,255,-,-,3
2021-11-18,44.0,2021,11,18,255,-,-,3
2021-11-19,69.0,2021,11,19,255,-,-,3
2021-11-20,84.0,2021,11,20,255,-,-,3
2021-11-21,20.0,2021,11,21,255,-,-,3
2021-11-22,18.0,2021,11,22,256,2021 11 22,2021 11 28,4
2021-11-23,9.0,2021,11,23,256,-,-,4
2021-11-24,6.0,2021,11,24,256,-,-,4
2021-11-25,16.0,2021,11,25,256,-,-,4
2021-11-26,17.0,2021,11,26,256,-,-,4
2021-11-27,9.0,2021,11,27,256,-,-,4
2021-11-28,7.0,2021,11,28,256,-,-,4
2021-11-29,47.0,2021,11,29,257,2021 11 29,2021 12 5,1
2021-11-30,66.0,2021,11,30,257,-,-,1
2021-12-01,21.0,2021,12,1,257,-,-,1
2021-12-02,20.0,2021,12,2,257,-,-,1
2021-12-03,51.0,2021,12,3,257,-,-,1
2021-12-04,10.0,2021,12,4,257,-,-,1
2021-12-05,5.0,2021,12,5,257,-,-,1
2021-12-06,16.0,2021,12,6,258,2021 12 6,2021 12 12,2
2021-12-07,42.0,2021,12,7,258,-,-,2
2021-12-08,5.0,2021,12,8,258,-,-,2
2021-12-09,15.0,2021,12,9,258,-,-,2
2021-12-10,9.0,2021,12,10,258,-,-,2
2021-12-11,20.0,2021,12,11,258,-,-,2
2021-12-12,73.0,2021,12,12,258,-,-,2
2021-12-13,182.0,2021,12,13,259,2021 12 13,2021 12 19,3
2021-12-14,116.0,2021,12,14,259,-,-,3
2021-12-15,111.0,2021,12,15,259,-,-,3
2021-12-16,80.0,2021,12,16,259,-,-,3
2021-12-17,69.0,2021,12,17,259,-,-,3
2021-12-18,100.0,2021,12,18,259,-,-,3
2021-12-19,98.0,2021,12,19,259,-,-,3
2021-12-20,169.0,2021,12,20,260,2021 12 20,2021 12 26,4
2021-12-21,136.0,2021,12,21,260,-,-,4
2021-12-22,53.0,2021,12,22,260,-,-,4
2021-12-23,48.0,2021,12,23,260,-,-,4
2021-12-24,68.0,2021,12,24,260,-,-,4
2021-12-25,58.0,2021,12,25,260,-,-,4
2021-12-26,74.0,2021,12,26,260,-,-,4
2021-12-27,23.0,2021,12,27,261,2021 12 27,2022 1 2,1
2021-12-28,32.0,2021,12,28,261,-,-,1
2021-12-29,67.0,2021,12,29,261,-,-,1
2021-12-30,117.0,2021,12,30,261,-,-,1
2021-12-31,81.0,2021,12,31,261,-,-,1
2022-01-01,8.0,2022,1,1,261,-,-,1
2022-01-02,39.0,2022,1,2,261,-,-,1
2022-01-03,88.0,2022,1,3,262,2022 1 3,2022 1 9,2
2022-01-04,10.0,2022,1,4,262,-,-,2
2022-01-05,28.0,2022,1,5,262,-,-,2
2022-01-06,18.0,2022,1,6,262,-,-,2
2022-01-07,21.0,2022,1,7,262,-,-,2
2022-01-08,9.0,2022,1,8,262,-,-,2
2022-01-09,4.0,2022,1,9,262,-,-,2
2022-01-10,33.0,2022,1,10,263,2022 1 10,2022 1 16,3
2022-01-11,5.0,2022,1,11,263,-,-,3
2022-01-12,14.0,2022,1,12,263,-,-,3
2022-01-13,50.0,2022,1,13,263,-,-,3
2022-01-14,74.0,2022,1,14,263,-,-,3
2022-01-15,55.0,2022,1,15,263,-,-,3
2022-01-16,77.0,2022,1,16,263,-,-,3
2022-01-17,128.0,2022,1,17,264,2022 1 17,2022 1 23,4
2022-01-18,90.0,2022,1,18,264,-,-,4
2022-01-19,80.0,2022,1,19,264,-,-,4
2022-01-20,36.0,2022,1,20,264,-,-,4
2022-01-21,19.0,2022,1,21,264,-,-,4
2022-01-22,29.0,2022,1,22,264,-,-,4
2022-01-23,55.0,2022,1,23,264,-,-,4
2022-01-24,91.0,2022,1,24,265,2022 1 24,2022 1 30,1
2022-01-25,88.0,2022,1,25,265,-,-,1
2022-01-26,73.0,2022,1,26,265,-,-,1
2022-01-27,22.0,2022,1,27,265,-,-,1
2022-01-28,32.0,2022,1,28,265,-,-,1
2022-01-29,32.0,2022,1,29,265,-,-,1
2022-01-30,19.0,2022,1,30,265,-,-,1
2022-01-31,13.0,2022,1,31,266,2022 1 31,2022 2 6,2
2022-02-01,24.0,2022,2,1,266,-,-,2
2022-02-02,96.0,2022,2,2,266,-,-,2
2022-02-03,86.0,2022,2,3,266,-,-,2
2022-02-04,33.0,2022,2,4,266,-,-,2
2022-02-05,19.0,2022,2,5,266,-,-,2
2022-02-06,19.0,2022,2,6,266,-,-,2
2022-02-07,24.0,2022,2,7,267,2022 2 7,2022 2 13,3
2022-02-08,45.0,2022,2,8,267,-,-,3
2022-02-09,83.0,2022,2,9,267,-,-,3
2022-02-10,51.0,2022,2,10,267,-,-,3
2022-02-11,7.0,2022,2,11,267,-,-,3
2022-02-12,16.0,2022,2,12,267,-,-,3
2022-02-13,19.0,2022,2,13,267,-,-,3
2022-02-14,12.0,2022,2,14,268,2022 2 14,2022 2 20,4
2022-02-15,30.0,2022,2,15,268,-,-,4
2022-02-16,32.0,2022,2,16,268,-,-,4
2022-02-17,46.0,2022,2,17,268,-,-,4
2022-02-18,24.0,2022,2,18,268,-,-,4
2022-02-19,8.0,2022,2,19,268,-,-,4
2022-02-20,8.0,2022,2,20,268,-,-,4
2022-02-21,11.0,2022,2,21,269,2022 2 21,2022 2 27,1
2022-02-22,30.0,2022,2,22,269,-,-,1
2022-02-23,29.0,2022,2,23,269,-,-,1
2022-02-24,6.0,2022,2,24,269,-,-,1
2022-02-25,3.0,2022,2,25,269,-,-,1
2022-02-26,24.0,2022,2,26,269,-,-,1
2022-02-27,20.0,2022,2,27,269,-,-,1
2022-02-28,30.0,2022,2,28,270,2022 2 28,2022 3 6,2
2022-03-01,33.0,2022,3,1,270,-,-,2
2022-03-02,11.0,2022,3,2,270,-,-,2
2022-03-03,11.0,2022,3,3,270,-,-,2
2022-03-04,11.0,2022,3,4,270,-,-,2
2022-03-05,10.0,2022,3,5,270,-,-,2
2022-03-06,7.0,2022,3,6,270,-,-,2
2022-03-07,15.0,2022,3,7,271,2022 3 7,2022 3 13,3
2022-03-08,19.0,2022,3,8,271,-,-,3
2022-03-09,24.0,2022,3,9,271,-,-,3
2022-03-10,19.0,2022,3,10,271,-,-,3
2022-03-11,20.0,2022,3,11,271,-,-,3
2022-03-12,12.0,2022,3,12,271,-,-,3
2022-03-13,6.0,2022,3,13,271,-,-,3
2022-03-14,11.0,2022,3,14,272,2022 3 14,2022 3 20,4
2022-03-15,21.0,2022,3,15,272,-,-,4
2022-03-16,8.0,2022,3,16,272,-,-,4
2022-03-17,10.0,2022,3,17,272,-,-,4
2022-03-18,27.0,2022,3,18,272,-,-,4
2022-03-19,26.0,2022,3,19,272,-,-,4
2022-03-20,20.0,2022,3,20,272,-,-,4
2022-03-21,18.0,2022,3,21,273,2022 3 21,2022 3 27,1
2022-03-22,16.0,2022,3,22,273,-,-,1
2022-03-23,7.0,2022,3,23,273,-,-,1
2022-03-24,15.0,2022,3,24,273,-,-,1
2022-03-25,9.0,2022,3,25,273,-,-,1
2022-03-26,10.0,2022,3,26,273,-,-,1
2022-03-27,12.0,2022,3,27,273,-,-,1
2022-03-28,25.0,2022,3,28,274,2022 3 28,2022 4 3,2
2022-03-29,3.0,2022,3,29,274,-,-,2
2022-03-30,7.0,2022,3,30,274,-,-,2
2022-03-31,7.0,2022,3,31,274,-,-,2
2022-04-01,9.0,2022,4,1,274,-,-,2
2022-04-02,5.0,2022,4,2,274,-,-,2
2022-04-03,4.0,2022,4,3,274,-,-,2
2022-04-04,16.0,2022,4,4,275,2022 4 4,2022 4 10,3
2022-04-05,14.0,2022,4,5,275,-,-,3
2022-04-06,19.0,2022,4,6,275,-,-,3
2022-04-07,14.0,2022,4,7,275,-,-,3
2022-04-08,17.0,2022,4,8,275,-,-,3
2022-04-09,5.0,2022,4,9,275,-,-,3
2022-04-10,11.0,2022,4,10,275,-,-,3
2022-04-11,8.0,2022,4,11,276,2022 4 11,2022 4 17,4
2022-04-12,10.0,2022,4,12,276,-,-,4
2022-04-13,9.0,2022,4,13,276,-,-,4
2022-04-14,4.0,2022,4,14,276,-,-,4
2022-04-15,3.0,2022,4,15,276,-,-,4
2022-04-16,4.0,2022,4,16,276,-,-,4
2022-04-17,3.0,2022,4,17,276,-,-,4
2022-04-18,6.0,2022,4,18,277,2022 4 18,2022 4 24,1
2022-04-19,7.0,2022,4,19,277,-,-,1
2022-04-20,7.0,2022,4,20,277,-,-,1
2022-04-21,8.0,2022,4,21,277,-,-,1
2022-04-22,15.0,2022,4,22,277,-,-,1
2022-04-23,5.0,2022,4,23,277,-,-,1
2022-04-24,5.0,2022,4,24,277,-,-,1
2022-04-25,18.0,2022,4,25,278,2022 4 25,2022 5 1,2
2022-04-26,17.0,2022,4,26,278,-,-,2
2022-04-27,16.0,2022,4,27,278,-,-,2
2022-04-28,8.0,2022,4,28,278,-,-,2
2022-04-29,12.0,2022,4,29,278,-,-,2
2022-04-30,5.0,2022,4,30,278,-,-,2
2022-05-01,3.0,2022,5,1,278,-,-,2
2022-05-02,3.0,2022,5,2,279,2022 5 2,2022 5 8,3
2022-05-03,6.0,2022,5,3,279,-,-,3
2022-05-04,12.0,2022,5,4,279,-,-,3
2022-05-05,10.0,2022,5,5,279,-,-,3
2022-05-06,8.0,2022,5,6,279,-,-,3
2022-05-07,5.0,2022,5,7,279,-,-,3
2022-05-08,3.0,2022,5,8,279,-,-,3
2022-05-09,20.0,2022,5,9,280,2022 5 9,2022 5 15,4
2022-05-10,7.0,2022,5,10,280,-,-,4
2022-05-11,5.0,2022,5,11,280,-,-,4
2022-05-12,5.0,2022,5,12,280,-,-,4
2022-05-13,5.0,2022,5,13,280,-,-,4
2022-05-14,4.0,2022,5,14,280,-,-,4
2022-05-15,4.0,2022,5,15,280,-,-,4
2022-05-16,13.0,2022,5,16,281,2022 5 16,2022 5 22,1
2022-05-17,16.0,2022,5,17,281,-,-,1
2022-05-18,7.0,2022,5,18,281,-,-,1
2022-05-19,8.0,2022,5,19,281,-,-,1
2022-05-20,4.0,2022,5,20,281,-,-,1
2022-05-21,4.0,2022,5,21,281,-,-,1
2022-05-22,4.0,2022,5,22,281,-,-,1
2022-05-23,9.0,2022,5,23,282,2022 5 23,2022 5 29,2
2022-05-24,9.0,2022,5,24,282,-,-,2
2022-05-25,6.0,2022,5,25,282,-,-,2
2022-05-26,10.0,2022,5,26,282,-,-,2
2022-05-27,3.0,2022,5,27,282,-,-,2
2022-05-28,3.0,2022,5,28,282,-,-,2
2022-05-29,3.0,2022,5,29,282,-,-,2
2022-05-30,5.0,2022,5,30,283,2022 5 30,2022 6 5,3
2022-05-31,13.0,2022,5,31,283,-,-,3
2022-06-01,20.0,2022,6,1,283,-,-,3
2022-06-02,23.0,2022,6,2,283,-,-,3
2022-06-03,21.0,2022,6,3,283,-,-,3
2022-06-04,13.0,2022,6,4,283,-,-,3
2022-06-05,9.0,2022,6,5,283,-,-,3
2022-06-06,14.0,2022,6,6,284,2022 6 6,2022 6 12,4
2022-06-07,12.0,2022,6,7,284,-,-,4
2022-06-08,18.0,2022,6,8,284,-,-,4
2022-06-09,15.0,2022,6,9,284,-,-,4
2022-06-10,23.0,2022,6,10,284,-,-,4
2022-06-11,7.0,2022,6,11,284,-,-,4
2022-06-12,7.0,2022,6,12,284,-,-,4
2022-06-13,11.0,2022,6,13,285,2022 6 13,2022 6 19,1
2022-06-14,21.0,2022,6,14,285,-,-,1
2022-06-15,31.0,2022,6,15,285,-,-,1
2022-06-16,20.0,2022,6,16,285,-,-,1
2022-06-17,28.0,2022,6,17,285,-,-,1
2022-06-18,15.0,2022,6,18,285,-,-,1
2022-06-19,8.0,2022,6,19,285,-,-,1
2022-06-20,15.0,2022,6,20,286,2022 6 20,2022 6 26,2
2022-06-21,19.0,2022,6,21,286,-,-,2
2022-06-22,15.0,2022,6,22,286,-,-,2
2022-06-23,17.0,2022,6,23,286,-,-,2
2022-06-24,34.0,2022,6,24,286,-,-,2
2022-06-25,18.0,2022,6,25,286,-,-,2
2022-06-26,8.0,2022,6,26,286,-,-,2
2022-06-27,15.0,2022,6,27,287,2022 6 27,2022 7 3,3
2022-06-28,20.0,2022,6,28,287,-,-,3
2022-06-29,23.0,2022,6,29,287,-,-,3
2022-06-30,24.0,2022,6,30,287,-,-,3
2022-07-01,54.0,2022,7,1,287,-,-,3
2022-07-02,30.0,2022,7,2,287,-,-,3
2022-07-03,7.0,2022,7,3,287,-,-,3
2022-07-04,11.0,2022,7,4,288,2022 7 4,2022 7 10,4
2022-07-05,9.0,2022,7,5,288,-,-,4
2022-07-06,7.0,2022,7,6,288,-,-,4
2022-07-07,11.0,2022,7,7,288,-,-,4
2022-07-08,6.0,2022,7,8,288,-,-,4
2022-07-09,9.0,2022,7,9,288,-,-,4
2022-07-10,13.0,2022,7,10,288,-,-,4
2022-07-11,22.0,2022,7,11,289,2022 7 11,2022 7 17,1
2022-07-12,23.0,2022,7,12,289,-,-,1
2022-07-13,27.0,2022,7,13,289,-,-,1
2022-07-14,19.0,2022,7,14,289,-,-,1
2022-07-15,14.0,2022,7,15,289,-,-,1
2022-07-16,17.0,2022,7,16,289,-,-,1
2022-07-17,16.0,2022,7,17,289,-,-,1
2022-07-18,12.0,2022,7,18,290,2022 7 18,2022 7 24,2
2022-07-19,11.0,2022,7,19,290,-,-,2
2022-07-20,12.0,2022,7,20,290,-,-,2
2022-07-21,6.0,2022,7,21,290,-,-,2
2022-07-22,10.0,2022,7,22,290,-,-,2
2022-07-23,6.0,2022,7,23,290,-,-,2
2022-07-24,9.0,2022,7,24,290,-,-,2
2022-07-25,8.0,2022,7,25,291,2022 7 25,2022 7 31,3
2022-07-26,7.0,2022,7,26,291,-,-,3
2022-07-27,7.0,2022,7,27,291,-,-,3
2022-07-28,11.0,2022,7,28,291,-,-,3
2022-07-29,9.0,2022,7,29,291,-,-,3
2022-07-30,4.0,2022,7,30,291,-,-,3
2022-07-31,4.0,2022,7,31,291,-,-,3
